pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmassj,pl_radj,pl_dens,gaia_dist,st_teff,st_mass,st_rad,pl_eqt,pl_massj,pl_masse,pl_rade,pl_rads,pl_ratdor,pl_disc,pl_disc_reflink,pl_facility,pl_telescope,pl_instrument,pl_mnum,pl_pelink,pl_edelink,st_sp,st_logg,st_lum,st_metfe,st_metratio,st_age
BD-08 2823,BD-08 2823 b,Radial Velocity,2,5.6,0.02,-0.02,0,0.04,,,41.38,4816,0.5,0.71,,,,,,,2009,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/bd-08_2823_b/,http://exoplanets.org/detail/BD_-08_2823_b,5.3,4.43,,-0.06,[Fe/H],
BD-08 2823,BD-08 2823 c,Radial Velocity,2,237.6,1.5,-1.5,0,0.33,,,41.38,4816,0.5,0.71,,,,,,,2009,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/bd-08_2823_c/,http://exoplanets.org/detail/BD_-08_2823_c,5.3,4.43,,-0.06,[Fe/H],
BD-10 3166,BD-10 3166 b,Radial Velocity,1,3.48777,0.00011,-0.00011,0,0.59,,,84.61,5393,1.47,0.91,,,,,,,2000,<a refstr=BUTLER_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000ApJ...545..504B/abstract target=ref> Butler et al. 2000 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/bd-10_3166_b/,http://exoplanets.org/detail/BD_-10_3166_b,5,4.69,,0.38,[Fe/H],
BD-11 4672,BD-11 4672 b,Radial Velocity,1,1667,33,-31,0,0.53,,,27.19,4475,0.57,0.52,,,,,,,2014,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/bd-11_4672_b/,,5.7,4.1,,-0.48,[Fe/H],4.4
BD-13 2130,BD-13 2130 b,Radial Velocity,1,714.29999,5.3,-5.3,0,9.78,,,948.75,4545,2.12,19.17,,,,,,,2007,<a refstr=LOVIS___MAYOR_2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...472..657L/abstract target=ref> Lovis & Mayor 2007 </a>,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/ngc_2423_3_b/,http://exoplanets.org/detail/NGC_2423_3_b,4.5,2.2,,-0.08,[Fe/H],
BD-17 63,BD-17 63 b,Radial Velocity,1,655.6,0.6,-0.6,0,5.1,,,34.49,4714,0.74,0.69,,,,,,,2008,<a refstr=MOUTOU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..513M/abstract target=ref> Moutou et al. 2009 </a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/bd-17_63_b/,http://exoplanets.org/detail/HIP_2247_b,5.5,4.26,-0.678,-0.03,[Fe/H],4.3
CFBDSIR J145829+101343,CFBDSIR J145829+101343 b,Imaging,1,10037.5,2737.5,-2737.5,0,10.5,,,,580.5,0.02,,370,10.5,3337.1,,,,2011,<a refstr=LIU_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref> Liu et al. 2011 </a>,W. M. Keck Observatory,10 m Keck II Telescope,NIRC2 Camera,0,http://exoplanet.eu/catalog/cfbds_1458_a/,,,4.72,,,,
CHXR 73,CHXR 73 b,Imaging,1,,,,,12.569,,,191.05,,0.35,,,12.569,3994.486,,,,2006,<a refstr=LUHMAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...649..894L/abstract target=ref> Luhman et al. 2006 </a>,Hubble Space Telescope,2.4 m Hubble Space Telescope,ACS Camera,0,http://exoplanet.eu/catalog/chxr_73_b/,,6.35,,,,,0.002
CI Tau,CI Tau b,Radial Velocity,1,8.9891,0.0202,-0.0202,0,11.6,,,158.71,,0.9,,,11.6,3686.828,,,,2019,<a refstr=FLAGG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190602860F/abstract target=ref>Flagg et al. 2019</a>,Multiple Observatories,Multiple Telescopes,IGRINS Spectrometer,0,http://exoplanet.eu/catalog/ci_tau_b/,,5.7,,-0.108,,,0.003
CT Cha,CT Cha b,Imaging,1,,,,,17,2.2,,191.78,,,,2600,17,5403,24.66,0.226,,2007,<a refstr=SCHMIDT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..311S/abstract target=ref> Schmidt et al. 2008 </a>,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,NACO Camera,0,http://exoplanet.eu/catalog/ct_cha_b/,,5.5,,,,,0.002
CoRoT-1,CoRoT-1 b,Transit,1,1.5089557,6.4E-06,-6.4E-06,0,1.03,1.49,0.38,805.31,5950,0.95,1.11,1898,1.03,327.35,16.7,0.153,4.92,2008,<a refstr=BARGE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482L..17B/abstract target=ref> Barge et al. 2008 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-1_b/,http://exoplanets.org/detail/CoRoT-1_b,4,4.25,,-0.3,[M/H],
CoRoT-10,CoRoT-10 b,Transit,1,13.2406,0.0002,-0.0002,0,2.75,0.97,3.7,341.65,5075,0.89,0.79,600,2.75,874,10.87,0.1,31.33,2010,<a refstr=BONOMO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..65B/abstract target=ref> Bonomo et al. 2010 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-10_b/,http://exoplanets.org/detail/CoRoT-10_b,5.1,4.65,,0.26,[Fe/H],3
CoRoT-11,CoRoT-11 b,Transit,1,2.99433,1.1E-05,-1.1E-05,0,2.33,1.43,0.99,666.35,6440,1.27,1.37,1657,2.33,740.51,16.03,0.147,6.89,2010,<a refstr=GANDOLFI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..55G/abstract target=ref> Gandolfi et al. 2010 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-11_b/,http://exoplanets.org/detail/CoRoT-11_b,3.6,4.22,,-0.03,[Fe/H],2
CoRoT-12,CoRoT-12 b,Transit,1,2.828042,1.3E-05,-1.3E-05,0,0.917,1.44,0.411,1161.12,5675,1.08,1.12,1442,0.917,291.438,16.14,0.148,,2010,<a refstr=GILLON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..97G/abstract target=ref> Gillon et al. 2010 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-12_b/,http://exoplanets.org/detail/CoRoT-12_b,,4.38,,0.16,[Fe/H],6.3
CoRoT-13,CoRoT-13 b,Transit,1,4.03519,3E-05,-3E-05,0,1.308,0.885,2.34,1184.91,5945,1.09,1.01,1700,1.308,415.704,9.92,0.091,10.81,2010,<a refstr=CABRERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...522A.110C/abstract target=ref> Cabrera et al. 2010 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-13_b/,http://exoplanets.org/detail/CoRoT-13_b,4,4.46,,0.01,[Fe/H],1.635
CoRoT-14,CoRoT-14 b,Transit,1,1.51214,0.00013,-0.00013,0,7.6,1.09,7.3,1826.96,6035,1.13,1.21,1952,7.6,2415.4,12.22,0.112,4.78,2010,<a refstr=TINGLEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A..97T/abstract target=ref> Tingley et al. 2011 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-14_b/,http://exoplanets.org/detail/CoRoT-14_b,3.9,4.35,,0.05,[Fe/H],4.2
CoRoT-16,CoRoT-16 b,Transit,1,5.35227,0.0002,-0.0002,0,0.535,1.17,0.44,745.96,5650,1.1,1.19,,0.535,170.032,13.11,0.12,11.2,2011,<a refstr=OLLIVIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...541A.149O/abstract target=ref> Ollivier et al. 2012 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-16_b/,http://exoplanets.org/detail/CoRoT-16_b,4.5,4.36,,0.19,[M/H],6.73
CoRoT-17,CoRoT-17 b,Transit,1,3.7681,0.0003,-0.0003,0,2.43,1.02,2.82,1214.51,5740,1.04,1.59,1626,2.43,772.29,11.43,0.105,6.23,2011,<a refstr=CSIZMADIA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..41C/abstract target=ref> Csizmadia et al. 2011 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-17_b/,http://exoplanets.org/detail/CoRoT-17_b,4.2,4.4,,0,[Fe/H],10.7
CoRoT-18,CoRoT-18 b,Transit,1,1.9000693,2.8E-06,-2.8E-06,0,3.47,1.31,2.2,780.87,5440,0.95,1,1550,3.47,1102.82,14.68,0.135,6.35,2011,<a refstr=HEBRARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...533A.130H/abstract target=ref> Hebrard et al. 2011 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-18_b/,http://exoplanets.org/detail/CoRoT-18_b,4.9,4.4,,-0.1,[Fe/H],
CoRoT-19,CoRoT-19 b,Transit,1,3.89713,2E-05,-2E-05,0,1.11,1.29,0.71,807.99,6090,1.21,1.65,2000,1.11,352.78,14.46,0.133,6.7,2011,<a refstr=GUENTHER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A.136G/abstract target=ref> Guenther et al. 2012 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-19_b/,http://exoplanets.org/detail/CoRoT-19_b,3.9,4.07,0.544,-0.02,[Fe/H],5
CoRoT-2,CoRoT-2 b,Transit,1,1.7429935,1E-06,-1E-06,0,3.47,1.466,1.47,214.56,5625,0.96,0.91,,3.47,1102.82,16.432,0.151,,2008,<a refstr=ALONSO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482L..21A/abstract target=ref> Alonso et al. 2008 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-2_b/,http://exoplanets.org/detail/CoRoT-2_b,,,,,,2.7
CoRoT-20,CoRoT-20 b,Transit,2,9.24285,0.0003,-0.0003,0,4.3,,,864.31,,1.14,,,4.3,1366.669,,,,2011,<a refstr=DELEUIL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...538A.145D/abstract target=ref> Deleuil et al. 2012 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-20_b/,,4.2,,,,,
CoRoT-20,CoRoT-20 c,Radial Velocity,2,1675,19,-17,0,17,,,864.31,,1.14,,,,,,,,2018,<a refstr=REY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180701229R/abstract target=ref>Rey et al. 2018</a>,Multiple Observatories,Multiple Telescopes,Multiple Instuments,0,http://exoplanet.eu/catalog/corot-20_c/,,4.2,,,,,
CoRoT-21,CoRoT-21 b,Transit,1,2.72474,0.00014,-0.00014,0,2.26,1.3,1.36,1398.83,6200,1.29,1.95,,2.26,718.2958,14.572,0.134,4.6,2012,<a refstr=P_AUML_TZOLD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A...6P/abstract target=ref>P&auml;tzold et al. 2012</a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-21_b/,,3.8,3.7,,0,[Fe/H],4.1
CoRoT-22,CoRoT-22 b,Transit,1,9.75598,0.00011,-0.00011,0,0.038,0.435,0.249,638.47,5939,1.1,1.14,885,0.038,12.2,4.88,0.045,17.3,2014,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-22_b/,,4.3,4.36,,0.17,[Fe/H],3.3
CoRoT-23,CoRoT-23 b,Transit,1,3.6313,0.0001,-0.0001,0,2.8,1.05,3,1092.4,5900,1.14,1.61,1660,2.8,889.9,11.77,0.108,6.85,2011,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-23_b/,http://exoplanets.org/detail/CoRoT-23_b,4,4.3,,0.05,[Fe/H],7.2
CoRoT-24,CoRoT-24 b,Transit,2,5.1134,0.0006,-0.0006,0,0.018,0.33,0.9,601.22,4950,0.91,0.86,1070,0.018,5.7,3.7,0.034,10.9,2014,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-24_b/,,5.1,4.55,,0.3,[Fe/H],11
CoRoT-24,CoRoT-24 c,Transit,2,11.759,0.0063,-0.0063,0,0.088,0.44,1.3,601.22,4950,0.91,0.86,850,0.088,28,5,0.045,18,2014,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-24_c/,,5.1,4.55,,0.3,[Fe/H],11
CoRoT-25,CoRoT-25 b,Transit,1,4.86069,6E-05,-6E-05,0,0.27,1.08,0.15,1137.85,6040,1.09,1.19,1330,0.27,85.81,12.11,0.111,10.2,2013,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-25_b/,http://exoplanets.org/detail/CoRoT-25_b,3.9,4.31,,-0.01,[Fe/H],4.5
CoRoT-26,CoRoT-26 b,Transit,1,4.20474,5E-05,-5E-05,0,0.52,1.26,0.28,,5590,1.09,1.79,1600,0.52,165.26,14.12,0.13,6.28,2013,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-26_b/,http://exoplanets.org/detail/CoRoT-26_b,4.5,3.99,,0.01,[Fe/H],8.6
CoRoT-27,CoRoT-27 b,Transit,1,3.57532,6E-05,-6E-05,0,10.39,1.007,12.6,1035.15,5900,1.05,1.08,1500,10.39,3302.11,11.287,0.103,9.48,2014,<a refstr=PARVIAINEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562A.140P/abstract target=ref> Parviainen et al. 2014 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-27_b/,http://exoplanets.org/detail/CoRoT-27_b,4.2,4.4,,-0.1,[M/H],4.21
CoRoT-28,CoRoT-28 b,Transit,1,5.20851,0.00038,-0.00038,0,0.484,0.955,0.69,783.18,5150,1.01,1.78,,0.484,153.82972,10.705,0.098,7.29,2015,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-28_b/,,4.85,3.6,,0.15,[Fe/H],12
CoRoT-29,CoRoT-29 b,Transit,1,2.85057,6E-06,-6E-06,0,0.85,0.9,1.45,822.62,5260,0.97,0.9,,0.85,270.1555,10.088,0.092,9.22,2015,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-29_b/,,5,4.3,,0.2,[Fe/H],4.5
CoRoT-3,CoRoT-3 b,Transit,1,4.2568,5E-06,-5E-06,0,21.66,1.01,26.4,784.49,6740,1.37,1.56,,21.66,6883.91,11.32,0.104,7.8,2008,<a refstr=DELEUIL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..889D/abstract target=ref> Deleuil et al. 2008 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-3_b/,http://exoplanets.org/detail/CoRoT-3_b,3.3,4.22,,,,2.2
CoRoT-4,CoRoT-4 b,Transit,1,9.20205,0.00037,-0.00037,0,0.72,1.19,0.525,741.6,6190,1.16,1.17,1074,0.72,228.83,13.34,0.122,17.36,2008,<a refstr=AIGRAIN_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A%26A...488L..43A/abstract target=ref> Aigrain et al. 2008 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-4_b/,http://exoplanets.org/detail/CoRoT-4_b,,4.41,,,,1
CoRoT-5,CoRoT-5 b,Transit,1,4.0378962,1.9E-06,-1.9E-06,0,0.467,1.388,0.217,904.65,6100,1,1.19,1438,0.467,148.42,15.558,0.143,,2009,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-5_b/,http://exoplanets.org/detail/CoRoT-5_b,3.9,4.19,,-0.25,[M/H],6.9
CoRoT-6,CoRoT-6 b,Transit,1,8.886593,4E-06,-4E-06,0,2.96,1.166,2.32,657.24,6090,1.05,1.02,1017,2.96,940.74,13.068,0.12,17.94,2009,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-6_b/,http://exoplanets.org/detail/CoRoT-6_b,3.9,4.43,,-0.2,[Fe/H],
CoRoT-7,CoRoT-7 b,Transit,2,0.85359163,1E-08,-1E-08,0,0.01,0.15,,160.64,5275,0.82,0.83,,0.01,3.1783,1.681,0.015,4.26,2009,<a refstr=LEGER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..287L/abstract target=ref> Leger et al. 2009 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-7_b/,http://exoplanets.org/detail/CoRoT-7_b,4.9,4.5,,0.05,[Fe/H],
CoRoT-7,CoRoT-7 c,Radial Velocity,2,3.698,0.003,-0.003,0,0.02643,,,160.64,5275,0.82,0.83,,0.02643,8.4,,,,2009,<a refstr=QUELOZ_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..303Q/abstract target=ref> Queloz et al. 2009 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-7_c/,,4.9,4.5,,0.05,[Fe/H],
CoRoT-8,CoRoT-8 b,Transit,1,6.21229,3E-05,-3E-05,0,0.22,0.57,1.6,325.03,5080,0.88,0.77,,0.22,69.92,6.39,0.059,17.6,2010,<a refstr=BORDE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..66B/abstract target=ref> Borde et al. 2010 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-8_b/,http://exoplanets.org/detail/CoRoT-8_b,5.1,4.58,,0.3,[M/H],3
CoRoT-9,CoRoT-9 b,Transit,1,95.272656,6.8E-05,-6.8E-05,0,0.84,1.066,0.86,417.89,5625,0.96,0.96,420,0.84,266.9772,11.949,0.11,89.9,2009,<a refstr=DEEG_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010Natur.464..384D/abstract target=ref> Deeg et al. 2010 </a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-9_b/,http://exoplanets.org/detail/CoRoT-9_b,4.3,4.54,,-0.01,[Fe/H],6
CoRoTID 223977153,CoRoTID 223977153 b,Transit,1,6.71837,1E-05,-1E-05,0,0.15,0.57,1.1,586.2,5970,1.08,0.79,938,0.15,47.6745,6.389,0.059,,2017,<a refstr=BOUFLEUR_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017arXiv170900351B/abstract target=ref>Boufleur et al. 2017</a>,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,0,http://exoplanet.eu/catalog/corot-32_b/,,4,4.67,-0.155,0,[Fe/H],
DE CVn,DE CVn b,Eclipse Timing Variations,1,4098.1,131.5,-131.5,0,12.0293,,,30.55,,0.51,,,,,,,,2018,<a refstr=HAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv181108625H/abstract target=ref>Han et al. 2018</a>,Multiple Facilities,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/de_cvn_b/,,,,,,,
DENIS-P J082303.1-491201,DENIS-P J082303.1-491201 b,Astrometry,1,246.36,1.38,-1.35,0,28.5,,,20.67,,0.07,,,28.5,9057.77,,,,2013,<a refstr=SAHLMANN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.133S/abstract target=ref> Sahlmann et al. 2013 </a>,Paranal Observatory,8.2 m ESO VLT UT1 Antu Telescope,FORS2 Spectrograph,0,,,7.15,,,,,1
DH Tau,DH Tau b,Imaging,1,,,,,11,,,135.35,,0.33,0.27,,11,3496,,,,2004,<a refstr=ITOH_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...620..984I/abstract target=ref> Itoh et al. 2005 </a>,Subaru Telescope,8.2 m Subaru Telescope,CIAO Camera,0,http://exoplanet.eu/catalog/dh_tau_b/,,6.05,,,,,0.001
DMPP-1,DMPP-1 b,Radial Velocity,4,18.57,0.01,-0.01,0,0.07636,,,62.65,6196,1.21,1.26,877,,,,,,2019,<a refstr=STAAB_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv191210792S/abstract target=ref>Staab et al. 2019</a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_38677_b/,,3.8,4.41,,,,2.01
DMPP-1,DMPP-1 c,Radial Velocity,4,6.584,0.003,-0.002,0,0.0302,,,62.65,6196,1.21,1.26,1239,,,,,,2019,<a refstr=STAAB_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv191210792S/abstract target=ref>Staab et al. 2019</a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_38677_c/,,3.8,4.41,,,,2.01
DMPP-1,DMPP-1 d,Radial Velocity,4,2.882,0.001,-0.001,0,0.01054,,,62.65,6196,1.21,1.26,1632,,,,,,2019,<a refstr=STAAB_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv191210792S/abstract target=ref>Staab et al. 2019</a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_38677_d/,,3.8,4.41,,,,2.01
DMPP-1,DMPP-1 e,Radial Velocity,4,5.516,0.002,-0.004,0,0.01299,,,62.65,6196,1.21,1.26,1314,,,,,,2019,<a refstr=STAAB_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv191210792S/abstract target=ref>Staab et al. 2019</a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_38677_e/,,3.8,4.41,,,,2.01
DMPP-2,DMPP-2 b,Radial Velocity,1,5.2072,0.0002,-0.0055,0,0.437,,,138.49,6500,1.44,1.78,1000,,,,,,2019,<a refstr=HASWELL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs.tmp....2H/abstract target=ref>Haswell et al. 2019</a>,Multiple Facilities,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_11231_b/,,3.5,4.1,0.104,,,2
DMPP-3 A,DMPP-3 A b,Radial Velocity,1,6.6732,0.0011,-0.0003,0,0.00812,,,46.95,5138,0.87,0.91,854,,,,,,2019,<a refstr=BARNES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs.tmp..505B/abstract target=ref>Barnes et al. 2019</a>,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_42936_b/,,5,4.3,,0.18,[Fe/H],10.9
DP Leo,DP Leo b,Eclipse Timing Variations,1,10220,730,-730,0,6.05,,,305.06,13500,,0.01,,,,,,,2009,<a refstr=QIAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708L..66Q/abstract target=ref> Qian et al. 2010 </a>,Yunnan Astronomical Observatory,2.4 m Lijiang Station Telescope,6K CCD Mosaic,0,http://exoplanet.eu/catalog/dp_leo_(ab)_b/,,,,,,,
DS Tuc A,DS Tuc A b,Transit,1,8.138268,1.1E-05,-1.1E-05,0,,0.509,,44.12,5428,1.01,0.96,850,,,5.7,0.052,20.35,2019,<a refstr=NEWTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190610703N/abstract target=ref>Newton et al. 2019</a>,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/ds_tuc_a_b/,,4.6,,-0.14,0,,0.045
EPIC 201238110,EPIC 201238110 b,Transit,1,28.1656,0.0027,-0.0028,0,,0.167,,159.98,,0.41,,,,,1.87,0.017,,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190509038H/abstract target=ref>Heller et al. 2019</a>,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,,
EPIC 201497682,EPIC 201497682 b,Transit,1,2.13174,0.00022,-0.00022,0,,0.062,,254.88,,0.78,,,,,0.692,0.006,,2019,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190509038H/abstract target=ref>Heller et al. 2019</a>,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,,,,
